Customer,State,Customer Lifetime Value,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Churn
TS19868,California,2413.139714,Basic,College,Medical Leave,M,27501,Suburban,Married,63,20,0,0,1,Personal Auto,Branch,542.319401,Four-Door Car,Medsize,False
LP45550,Oregon,15363.84716,Premium,Doctor,Disabled,F,15897,Urban,Divorced,101,30,99,0,2,Personal Auto,Agent,303.148399,Four-Door Car,Medsize,False
QR87004,Nevada,8456.961887,Basic,College,Employed,F,25141,Rural,Divorced,73,12,4,1,2,Personal Auto,Agent,25.438063,Four-Door Car,Medsize,False
OE75747,Nevada,2189.642522,Basic,College,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Agent,292.8,Four-Door Car,Small,True
DX91392,California,5780.182197,Basic,High School or Below,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Call Center,787.993313,Four-Door Car,Medsize,False
AB72731,California,4639.981638,Basic,Bachelor,Employed,F,28358,Rural,Married,117,24,37,0,1,Personal Auto,Call Center,84.024413,Sports Car,Medsize,False
RU49126,Washington,4465.335703,Basic,College,Employed,F,61846,Rural,Married,112,1,48,0,1,Personal Auto,Agent,215.8182,SUV,Medsize,False
IS12901,Arizona,5968.118877,Basic,Bachelor,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Call Center,232.926145,Two-Door Car,Medsize,False
IX37561,Washington,5097.763337,Basic,College,Unemployed,F,0,Suburban,Single,74,3,95,0,7,Personal Auto,Web,532.8,Two-Door Car,Medsize,False
HH90090,California,4076.634665,Basic,Bachelor,Employed,F,29549,Suburban,Divorced,104,17,51,0,1,Personal Auto,Call Center,710.433775,Sports Car,Small,False
IU25463,California,12252.60179,Premium,Bachelor,Unemployed,F,0,Suburban,Married,115,12,17,1,2,Personal Auto,Agent,552,Four-Door Car,Medsize,True
KC11055,Nevada,16936.27147,Extended,Bachelor,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Branch,1122.658899,Luxury Car,Medsize,True
PD33979,Oregon,4892.435461,Basic,High School or Below,Employed,M,21709,Suburban,Married,62,28,17,0,3,Personal Auto,Branch,408.374746,Four-Door Car,Large,False
NK71023,Nevada,9942.304791,Extended,Bachelor,Employed,M,67890,Suburban,Single,85,23,57,0,2,Personal Auto,Agent,408,Four-Door Car,Small,False
AB13432,California,3735.838129,Basic,Bachelor,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Agent,792,SUV,Medsize,True
OZ97704,California,13117.52215,Basic,High School or Below,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Call Center,532.8,SUV,Small,False
UF46533,California,4574.524094,Basic,College,Employed,F,99316,Suburban,Single,114,26,53,0,1,Corporate Auto,Branch,754.358929,SUV,Medsize,False
XP47431,Arizona,5470.060561,Extended,Bachelor,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Agent,702.990032,SUV,Medsize,False
GK73582,California,2978.84601,Extended,Bachelor,Employed,F,64586,Urban,Single,76,3,17,0,1,Personal Auto,Branch,206.837111,Four-Door Car,Medsize,False
RV98763,Oregon,6410.967544,Extended,College,Employed,M,61709,Urban,Married,82,5,41,2,7,Personal Auto,Branch,275.395894,Four-Door Car,Medsize,False
II62831,California,4479.023088,Basic,Master,Employed,M,94656,Urban,Married,111,12,79,1,1,Special Auto,Web,459.738128,SUV,Medsize,False
XK33449,California,2383.731879,Basic,High School or Below,Unemployed,F,0,Suburban,Single,69,5,40,0,1,Special Auto,Branch,496.8,Two-Door Car,Small,True
TR85083,California,2764.493659,Basic,Bachelor,Employed,M,61085,Suburban,Married,70,27,34,1,1,Personal Auto,Branch,336,Two-Door Car,Medsize,False
EO95328,Oregon,7920.105377,Basic,Bachelor,Employed,F,89284,Suburban,Married,67,7,31,3,2,Personal Auto,Agent,321.6,Two-Door Car,Small,False
EN21086,Arizona,6889.097981,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,63,6,12,0,2,Personal Auto,Branch,302.4,Four-Door Car,Small,False
YL83902,Washington,3274.194616,Extended,Bachelor,Employed,F,31686,Suburban,Married,81,11,33,0,1,Personal Auto,Agent,430.994107,Four-Door Car,Small,False
AZ62651,Oregon,9951.707743,Premium,High School or Below,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Web,1836,Luxury SUV,Medsize,True
ZW25874,Oregon,2521.555686,Basic,Bachelor,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Branch,67.632476,Four-Door Car,Medsize,False
EH41854,Washington,23706.11337,Extended,High School or Below,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Personal Auto,Branch,844.481918,Two-Door Car,Medsize,True
MW70227,California,6047.02516,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Branch,364.8,Four-Door Car,Medsize,False
SL22297,California,11140.30248,Premium,Master,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Call Center,722.486994,SUV,Medsize,False
RV14138,Nevada,4334.064096,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Agent,590.4,SUV,Medsize,False
UO62808,Arizona,2799.74791,Basic,High School or Below,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Call Center,481.027516,Four-Door Car,Medsize,False
ZX64745,California,7923.136624,Basic,College,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Agent,1124.427734,SUV,Medsize,False
FL34139,California,3688.110888,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Call Center,669.682001,Four-Door Car,Medsize,False
TS11219,California,12067.45599,Basic,College,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Agent,1284.093173,SUV,Medsize,False
XX12304,California,2924.976721,Basic,College,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Branch,240.259479,Four-Door Car,Medsize,False
SD64087,California,15014.0927,Premium,College,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Branch,912,SUV,Small,False
OY38576,Oregon,9277.233839,Basic,High School or Below,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Agent,556.8,SUV,Medsize,False
BG76355,Washington,6274.123875,Extended,Bachelor,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Web,115.086827,Four-Door Car,Medsize,False
IP66913,California,3886.647414,Extended,High School or Below,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Agent,470.4,Two-Door Car,Small,False
LE95702,California,4386.277558,Basic,College,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Agent,321.6,Four-Door Car,Medsize,False
KX54357,Washington,11365.26766,Extended,College,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Web,383.167471,Two-Door Car,Small,True
EZ78112,California,5610.96434,Basic,High School or Below,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Agent,307.963291,Four-Door Car,Medsize,False
XN16891,Arizona,2912.892035,Basic,College,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Agent,355.2,Four-Door Car,Small,False
XK31350,Oregon,6915.729915,Extended,College,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Call Center,520.364752,Four-Door Car,Large,False
CC30924,Oregon,6262.663307,Premium,College,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Agent,466.436375,Sports Car,Small,False
IT78748,Oregon,6503.397049,Extended,High School or Below,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Agent,451.670309,Two-Door Car,Small,False
KY33386,Washington,8007.399376,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Web,537.6,Sports Car,Medsize,False
CO44221,California,2929.916512,Basic,College,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Branch,345.6,Four-Door Car,Medsize,False
LK60013,Oregon,5969.55297,Basic,Bachelor,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Branch,355.2,Four-Door Car,Medsize,False
DE21533,California,5473.15987,Basic,Bachelor,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Call Center,331.2,Four-Door Car,Medsize,False
YS94121,Nevada,5645.396665,Basic,High School or Below,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Call Center,428.734656,Four-Door Car,Small,True
UK68427,Washington,6369.262355,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Branch,398.4,Two-Door Car,Small,False
TE49565,Oregon,11833.76732,Basic,College,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Call Center,494.4,SUV,Small,False
RA88421,Oregon,6121.107929,Extended,College,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Branch,369.6,Four-Door Car,Medsize,False
KQ51983,Nevada,5159.369746,Basic,College,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Branch,831.752839,Two-Door Car,Medsize,False
CD88896,Nevada,2514.59196,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Agent,156.124914,Four-Door Car,Medsize,False
YV22553,Arizona,8668.611261,Basic,High School or Below,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Agent,373.428187,SUV,Small,False
WU14435,California,4960.965384,Basic,Bachelor,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Agent,395.934815,Four-Door Car,Small,False
XV84099,Arizona,5504.139033,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Call Center,350.4,Four-Door Car,Medsize,False
RI24911,Arizona,7507.455372,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Agent,231.201886,Two-Door Car,Medsize,False
KO26461,Arizona,32269.85139,Extended,High School or Below,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Agent,289.904105,Four-Door Car,Medsize,False
HI14283,Oregon,5657.031588,Premium,Bachelor,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Web,729.6,SUV,Small,True
PT50227,Arizona,5061.757902,Basic,High School or Below,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Call Center,326.4,Two-Door Car,Medsize,False
BH36570,California,5912.783829,Basic,Bachelor,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Branch,350.4,Two-Door Car,Small,False
TX17484,California,15182.27975,Basic,Bachelor,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Web,105.765111,Four-Door Car,Large,False
CT41158,Washington,10747.03094,Extended,College,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Branch,639.464548,SUV,Large,False
AO87348,Washington,2050.623512,Basic,College,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Agent,292.8,Four-Door Car,Small,False
DE55857,Washington,2465.444865,Basic,Bachelor,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Agent,383.442328,Four-Door Car,Small,False
LF66923,Nevada,5343.121327,Basic,High School or Below,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Agent,316.8,Two-Door Car,Small,False
CN24514,Arizona,8119.829071,Basic,College,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Agent,99.085943,Four-Door Car,Large,False
UW32074,Oregon,4605.265164,Basic,College,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Branch,307.2,Four-Door Car,Small,False
HP36979,California,6408.785577,Extended,College,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Web,566.935022,Two-Door Car,Large,False
PP40919,California,2376.533508,Extended,College,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Personal Auto,Agent,436.8,Two-Door Car,Medsize,True
RO73268,California,3211.070017,Extended,Bachelor,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Agent,412.8,Two-Door Car,Medsize,False
HO61691,Arizona,5094.522262,Basic,Bachelor,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Agent,307.2,Four-Door Car,Medsize,False
BS13062,Arizona,25755.27817,Extended,High School or Below,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Personal Auto,Call Center,388.8,Four-Door Car,Small,True
FO35655,Oregon,8672.229719,Extended,Bachelor,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Branch,2345.413441,Luxury SUV,Medsize,True
HR10526,California,8044.73072,Basic,Master,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Call Center,321.6,Four-Door Car,Medsize,False
IA63417,Arizona,4001.519098,Premium,High School or Below,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Web,773.470977,Two-Door Car,Medsize,False
BH35016,Nevada,16706.11699,Basic,Bachelor,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Call Center,424.883448,Two-Door Car,Medsize,False
PK52952,Arizona,8544.411077,Basic,Doctor,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Call Center,523.2,SUV,Medsize,False
OD76309,Washington,7805.31287,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Agent,508.8,SUV,Small,False
IL28481,Oregon,6112.756868,Extended,Bachelor,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Call Center,364.240307,Four-Door Car,Large,False
GY55092,Nevada,4772.943848,Extended,High School or Below,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Agent,638.4,SUV,Medsize,False
UF33451,Oregon,10979.09559,Extended,Bachelor,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Agent,354.729129,SUV,Medsize,False
CF15558,California,5004.263818,Basic,Master,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Call Center,283.995953,Two-Door Car,Small,False
JM62924,Washington,13223.04379,Extended,Bachelor,Employed,M,37534,Suburban,Married,84,2,0,2,2,Personal Auto,Branch,403.2,Four-Door Car,Medsize,False
EM66435,Oregon,2623.31543,Basic,Bachelor,Employed,F,80210,Rural,Divorced,65,30,28,0,1,Corporate Auto,Agent,20.543176,Four-Door Car,Medsize,False
QX45933,California,17840.19555,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Agent,385.115437,Four-Door Car,Small,False
JI71369,California,5106.111827,Basic,College,Employed,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Web,140.165035,Four-Door Car,Medsize,False
JU93290,Arizona,17930.60451,Basic,College,Medical Leave,F,21708,Suburban,Divorced,68,28,77,0,2,Personal Auto,Web,326.4,Four-Door Car,Medsize,False
GU66096,Arizona,5457.342569,Basic,High School or Below,Employed,M,94731,Suburban,Married,67,23,65,0,4,Personal Auto,Agent,321.6,Four-Door Car,Medsize,False
UC33108,California,6563.644143,Extended,Bachelor,Employed,M,32375,Suburban,Married,83,17,83,0,6,Personal Auto,Agent,398.4,Four-Door Car,Small,False
LW93867,Oregon,4812.525221,Basic,College,Medical Leave,M,16531,Rural,Married,63,0,40,0,4,Corporate Auto,Web,102.879769,Four-Door Car,Medsize,False
OU78470,Arizona,29328.04185,Extended,Master,Employed,F,32006,Rural,Single,94,28,7,0,2,Corporate Auto,Call Center,56.868289,Four-Door Car,Medsize,False
XW90265,Arizona,5773.520711,Basic,Bachelor,Employed,F,81676,Suburban,Married,72,21,86,0,8,Personal Auto,Agent,463.158502,Two-Door Car,Small,False
HS67749,California,6847.1189,Extended,College,Employed,M,71038,Rural,Married,86,15,56,0,3,Corporate Auto,Agent,205.444066,Four-Door Car,Medsize,False
VZ51506,Arizona,3595.31286,Basic,High School or Below,Unemployed,F,0,Suburban,Single,103,20,43,0,1,Corporate Auto,Call Center,741.6,Sports Car,Medsize,False
UI64281,Nevada,22855.61209,Basic,Master,Medical Leave,F,20832,Rural,Married,65,8,32,0,2,Personal Auto,Call Center,56.371967,Two-Door Car,Medsize,False
AE98193,Washington,7859.414569,Basic,High School or Below,Unemployed,M,0,Suburban,Single,113,19,10,0,7,Personal Auto,Branch,813.6,SUV,Medsize,False
AZ74055,Oregon,4115.577437,Premium,High School or Below,Employed,M,52405,Suburban,Married,103,2,27,0,1,Personal Auto,Call Center,494.4,Four-Door Car,Medsize,False
XS76911,Arizona,5029.638777,Extended,High School or Below,Unemployed,F,0,Suburban,Married,133,3,89,0,1,Personal Auto,Agent,795.864079,Sports Car,Small,True
AY40674,Washington,4821.418454,Extended,Bachelor,Employed,F,26583,Suburban,Married,128,6,46,4,1,Personal Auto,Agent,614.4,SUV,Medsize,False
NA12740,Oregon,5004.310469,Basic,Master,Disabled,M,25486,Rural,Married,65,15,53,0,3,Special Auto,Web,72.438681,Two-Door Car,Medsize,False
UA84837,Arizona,8630.053943,Premium,College,Employed,M,24065,Suburban,Divorced,111,30,1,0,5,Corporate Auto,Branch,532.8,Four-Door Car,Medsize,False
DJ51510,Arizona,9322.08512,Premium,High School or Below,Employed,F,70435,Rural,Married,116,0,50,0,4,Personal Auto,Agent,67.881546,Four-Door Car,Medsize,False
VM58985,California,16727.56063,Extended,College,Unemployed,M,0,Suburban,Single,76,33,36,2,2,Personal Auto,Branch,402.636829,Two-Door Car,Medsize,False
OH60605,Oregon,3652.532435,Extended,High School or Below,Employed,F,39679,Suburban,Married,92,2,85,0,1,Personal Auto,Branch,641.388616,Two-Door Car,Medsize,False
UO98052,Nevada,6158.601171,Extended,College,Unemployed,M,0,Urban,Single,89,13,45,0,5,Personal Auto,Web,342.481173,Four-Door Car,Medsize,True
NC53424,California,4376.083958,Basic,Bachelor,Unemployed,M,0,Suburban,Married,69,21,70,4,3,Personal Auto,Web,331.2,Two-Door Car,Medsize,False
LQ13873,Nevada,5569.456156,Basic,High School or Below,Employed,M,53565,Suburban,Married,71,27,34,1,6,Personal Auto,Agent,340.8,Four-Door Car,Small,False
LA97014,Washington,2576.513006,Basic,Bachelor,Employed,M,37574,Suburban,Married,66,19,14,1,1,Personal Auto,Agent,412.101933,Two-Door Car,Medsize,False
NB79936,Washington,8346.983233,Premium,Bachelor,Employed,M,48259,Rural,Single,108,14,79,0,3,Personal Auto,Branch,73.700573,Two-Door Car,Medsize,False
NT89061,Arizona,6323.923864,Extended,High School or Below,Employed,F,78532,Suburban,Married,78,25,87,0,3,Personal Auto,Call Center,374.4,Four-Door Car,Medsize,False
AF10970,Arizona,5973.14343,Basic,Bachelor,Employed,F,96163,Suburban,Married,73,23,90,0,3,Corporate Auto,Call Center,350.4,Four-Door Car,Medsize,False
ZG48513,California,4706.676993,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,0,86,0,7,Personal Auto,Agent,345.6,Four-Door Car,Medsize,False
JQ59145,California,8093.410258,Basic,High School or Below,Unemployed,M,0,Suburban,Married,114,9,72,1,5,Personal Auto,Agent,722.024742,Sports Car,Medsize,True
FE84989,Washington,5035.744643,Basic,College,Employed,M,72672,Urban,Married,63,7,39,0,5,Personal Auto,Call Center,259.361117,Four-Door Car,Large,False
JT52858,Oregon,9027.867218,Premium,Bachelor,Employed,F,99002,Suburban,Married,112,33,75,1,8,Personal Auto,Branch,537.6,Four-Door Car,Medsize,False
MC62068,California,7288.884849,Extended,High School or Below,Employed,M,79494,Urban,Married,91,19,30,0,3,Personal Auto,Agent,396.295614,Four-Door Car,Large,False
EU27538,Oregon,18042.47942,Extended,Master,Employed,M,35704,Rural,Married,225,21,35,0,8,Personal Auto,Branch,358.281562,Luxury Car,Medsize,False
RH42306,Arizona,4992.063043,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,6,5,0,3,Corporate Auto,Web,653.388564,Four-Door Car,Small,False
US23612,Oregon,9102.267849,Premium,High School or Below,Disabled,F,26049,Rural,Married,118,17,6,0,6,Personal Auto,Call Center,121.032372,Two-Door Car,Large,True
WV76014,Arizona,2540.407726,Basic,Doctor,Employed,M,70125,Rural,Single,64,21,77,0,1,Special Auto,Branch,92.813396,Four-Door Car,Medsize,False
RK96223,California,12941.89193,Basic,College,Employed,M,52369,Suburban,Married,110,34,49,1,2,Personal Auto,Agent,528,SUV,Medsize,False
MF82000,Washington,2365.348601,Basic,Bachelor,Unemployed,F,0,Rural,Married,66,25,51,2,1,Special Auto,Branch,159.636956,Four-Door Car,Medsize,False
FM46980,Arizona,5720.765064,Basic,College,Employed,M,41770,Suburban,Married,72,0,60,0,9,Personal Auto,Branch,476.156957,Four-Door Car,Small,False
SY56792,Oregon,7035.534088,Premium,High School or Below,Unemployed,M,0,Suburban,Divorced,101,16,88,0,8,Corporate Auto,Web,727.2,Four-Door Car,Medsize,False
RF61565,California,2636.97773,Basic,College,Employed,M,31911,Suburban,Married,67,33,27,0,1,Personal Auto,Agent,321.6,Four-Door Car,Medsize,False
IM94808,Nevada,5395.831967,Basic,Bachelor,Employed,M,70051,Rural,Married,68,15,69,0,8,Corporate Auto,Web,42.078345,Four-Door Car,Medsize,False
